Wavelengths,Transmission
785.6309385,5.129894114
786.0810135,4.683722896
786.5310885,4.114285167
786.9811635,3.578831227
787.4312385,3.07827233
787.8813136,2.61318333
788.3313886,2.265678191
788.7814636,1.968855576
789.2315386,1.691550356
789.6816136,1.434077222
790.1316886,1.266937355
790.5817636,1.276705881
791.0318386,1.286517757
791.4819137,1.296373077
791.9319887,1.306271937
792.3820637,1.452046919
792.8321387,1.632424461
793.2822137,1.824200157
793.7322887,2.027507698
794.1823637,2.238461938
794.6324387,2.45720536
795.0825138,2.689595207
795.5325888,2.933895418
795.9826638,3.190280416
796.4327388,3.354267491
796.8828138,3.518957456
797.3328888,3.688453186
797.7829638,3.862811376
798.2330388,3.981952744
798.6831139,4.046814827
799.1331889,4.112384442
799.5832639,4.177245084
800.0333389,4.219248048
800.4834139,4.18482162
800.9334889,4.150457263
801.3835639,4.11615596
801.8336389,4.081918697
802.283714,4.017254461
802.733789,3.935273972
803.183864,3.853974192
803.633939,3.773360302
804.084014,3.690545027
804.534089,3.596023878
804.984164,3.502544071
805.434239,3.409503394
805.8843141,3.316491624
806.3343891,3.234814213
806.7844641,3.157523889
807.2345391,3.081060141
807.6846141,3.005426938
808.1346891,2.942386065
808.5847641,2.906341299
809.0348391,2.870266355
809.4849142,2.834379398
809.9349892,2.798681143
810.3850642,2.831484059
810.8351392,2.874399296
811.2852142,2.917733642
811.7352892,2.961489179
812.1853642,3.035584563
812.6354392,3.154566798
813.0855143,3.275738254
813.5355893,3.389141897
813.9856643,3.504825093
814.4357393,3.68251631
814.8858143,3.86720621
815.3358893,4.057015482
815.7859643,4.251985572
816.2360393,4.462530748
816.6861144,4.688499629
817.1361894,4.917574519
817.5862644,5.152713175
818.0363394,5.390851135
818.4864144,5.598785911
818.9364894,5.811186292
819.3865644,6.027697552
819.8366394,6.247379248
820.2867145,6.410858313
820.7367895,6.541897403
821.1868645,6.674534872
821.6369395,6.808778564
822.0870145,6.918358691
822.5370895,6.918918189
822.9871645,6.917102873
823.4372395,6.902042238
823.8873146,6.886995081
824.3373896,6.754342664
824.7874646,6.584277768
825.2375396,6.411164588
825.6876146,6.235732248
826.1376896,6.016536852
826.5877646,5.698864628
